source_id,label,z,n_epochs,n_seasons,baseline_days,color_slope_early,color_slope_late,color_asymmetry,color_range,color_flux_corr,color_flux_corr_pval,dust_lag_proxy,is_turnon_color_signal,is_turnoff_color_signal,wavelet_d1,wavelet_d2,wavelet_d3,wavelet_approx_power,wavelet_power_ratio_3_1,wavelet_power_ratio_3_2,wavelet_entropy,wavelet_hurst,break_mjd,break_magnitude,break_significance,pre_break_slope,post_break_slope,slope_change,break_fractional_position,break_duration_yr,n_detected_breaks,mean_season_coherence,coherence_trend,min_season_coherence,max_season_coherence,coherence_drop_amplitude,coherence_recovery,n_coherent_seasons,flux_ratio_mean,flux_ratio_std,flux_ratio_trend,flux_ratio_skewness,flux_ratio_peak_to_trough,flux_ratio_percentile_90_10,flux_ratio_late_minus_early,drw_sigma,drw_tau,drw_residual_rms,drw_residual_skewness,drw_residual_autocorr,drw_fit_quality,drw_residual_trend,drw_chi2_per_dof,z_corrected_amplitude,z_corrected_color_slope,luminosity_change_proxy,z_corrected_drw_sigma,intrinsic_variability_proxy
4FGL J0026.6-4600,blazar,,153,21,3651.4514827200037,0.023390979971676745,0.14993243424183217,0.1560101394335296,0.961000499999999,-0.3192060985255968,5.777766812538437e-05,0.44987081922628386,0.0,0.0,0.00010283017871503104,0.0005629266472253813,0.0008814391003105202,0.0051180974084014015,8.571793832834052,1.5658151965078313,0.7434556776080115,1.274899288159978,56994.59304032,0.030027913470044278,0.06884784723680293,4.318931797920468e-07,-3.952279858725523e-09,4.3584545965077236e-07,0.026143790849673203,0.4930795653114251,31.0,-0.3143782483348258,0.018471677805344873,-0.8640003989885132,0.6605886782275452,1.5245890772160584,0.5862636273639332,1.0,1.9292066272072124,0.25180110066632644,0.011312606070336845,1.654041738603454,1.8155618268178528,0.5289788502619639,0.05692842792542696,0.006737946999085467,8103.083927575384,0.0,,,-1.7160347079187654,0.0,0.0,,,,,
4FGL J0325.2+4705,blazar,,221,21,3634.2402402700027,-0.02609239991847672,-0.04641913444490197,0.5621044043690122,0.5670003000000001,-0.3806459021585443,4.967298993008951e-09,0.9950007502450383,0.0,0.0,1.800349252766695e-05,8.81478418183202e-05,0.00019806852867244306,0.0020730421774537255,11.001671890406179,2.2470036967402396,0.48560825115980916,1.3649127211328769,56706.23915623,0.007680566679703928,0.04211189718055054,0.00029062273430619174,-2.2400560504405647e-08,0.0002906451348666961,0.01809954751131222,0.0009019115674315807,48.0,-0.06330729414611636,-0.0037320992419145097,-0.6318115909084995,0.47902279611711074,1.1108343870256103,0.43566604034268985,0.0,1.8629689032538006,0.10104038889108832,0.0036393357275577615,2.717716213613705,1.1033399600008755,0.20090945108820368,0.010255591718587809,0.006737946999085467,259.52816664258694,0.0,,,-2.3669184907584775,0.0,0.0,,,,,
4FGL J0442.6-0017,blazar,,195,21,3634.3549881200015,-0.004896460978038304,-0.037464905466396727,0.13069460384545933,1.052000099999999,-0.2250318091275995,0.0015622650108979273,-4.7264027908473665,0.0,0.0,0.0009944499705292393,0.008024322042617613,0.012396875408901083,1.6700327831559956,12.46606241019595,1.5449124974690307,0.07836828904795468,1.4099834839008518,56713.14583231,0.21070494166587253,0.3196107563558349,0.0004844569278165482,2.1206177878610047e-07,0.0004842448660377621,0.020512820512820513,0.0014426395345696304,41.0,0.09264955521266023,0.031924400281269236,-0.5431793600249119,0.8744916627374215,1.4176710227623333,0.6711527438618816,5.0,0.6545562144623848,0.07304247443830049,0.006960034623242382,0.4359133017348267,0.6206911265342018,0.14994705898745664,0.03316443398519109,0.5386518097813391,16.649758675891896,7.01374058270438e-15,-1.5965840766049686,0.2488712772235893,-0.7542040455691124,-1.7653386082587044e-16,4.4726744727296044e-26,,,,,
4FGL J0511.4-6804,blazar,,216,17,3654.4623702000026,-0.08156772953983314,0.012057668654022006,-6.764801047391949,1.1149998000000014,-0.26861683153272015,6.369752403424727e-05,-2.7014506227351145,0.0,0.0,0.0001362145641865219,0.0003297826109466304,0.001336223642662914,0.006302002575613031,9.809697229023863,4.051831704453717,0.691748907442881,1.3235521525531517,56805.75195976,0.00953173937015078,0.005769190945770845,-1.490959737607169e-05,-8.434622593332317e-09,1.4901162753478358e-05,0.018518518518518517,0.002161864093085719,46.0,-0.0831101101295719,-0.012105803989660715,-0.8273080891551603,0.46483900828374947,1.2921470974389098,,0.0,2.1764255017547063,0.3062902658882761,0.004204253290333238,1.9644000440572826,2.7289520366878652,0.6517126323317204,0.08141410474540711,0.010462758005371588,174.1445149289321,0.0,,,-1.5075502352841494,0.0,0.0,,,,,
4FGL J0538.8-4405,blazar,,295,21,3638.0145842700003,0.011425806457420529,0.010893459794762979,1.0488684653624438,0.3730001999999981,0.028032995546599805,0.6315597835865135,-6.5738251214735115,0.0,0.0,0.0002700280549256473,0.000862216022133934,0.006578300004856061,5.131701590244336,24.3615426638016,7.6295265088505655,0.012001042321241839,1.6516333970194657,56723.01629459,0.5397682835958041,0.4092455801275822,-0.00013543822587463636,3.5408399188670918e-06,0.00013897906579350344,0.013559322033898305,0.0025244442710425376,67.0,-0.11221501425831834,-0.00988104560696254,-0.7908427823145476,0.680601800750552,1.4714445830650997,0.7232625830948547,2.0,0.6593968003363327,0.034701255524544304,0.0015922020787179397,1.1615804903614142,0.24012908241211295,0.0846780984518205,0.011779922940592602,1.0069892111983227,310.979331747928,1.3442743962094087e-13,0.25264148128456415,0.16821229006249772,-1.363061395938346,2.907074991653669e-15,4.033124416015932e-23,,,,,
4FGL J0602.7-0007,blazar,,13,9,3633.5360054600023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8699817665282197,0.5564049924593458,-0.012849627291511177,0.5385076776834306,1.8672210190273075,1.4237535783838515,0.4117764212573707,,,,,,,,,,,,,
4FGL J0639.6+3503,blazar,,175,21,3634.0978337600027,0.13343169048797468,-0.1911110413964507,-0.6981893328244548,1.2589997999999998,-0.3818768976194714,1.8427066095640307e-07,-4.02959513394333,0.0,0.0,0.0002659361256485088,0.0010252654712646168,0.0032247524474054907,0.013352540691841573,12.126041271811436,3.1452853281820023,0.7533163222541739,1.400009183301465,56742.58722508,0.01022008687449636,0.003605493387746142,0.00020103041730120717,-1.202910903691309e-08,0.00020104244641024407,0.022857142857142857,0.0016225342915924413,38.0,-0.007325603457880898,0.012407548267787581,-0.6716234773956204,0.6721989666743542,1.3438224440699746,0.7535320167137276,2.0,2.031335715530652,0.3953688724211922,-0.004351969283213631,1.2770382679703853,2.653949032160587,0.8473112702492922,-0.0031548823269615944,0.023436576252136385,391.1250243349045,0.0,,,-1.287723731931203,0.0,0.0,,,,,
4FGL J0746.5-0710,blazar,,137,20,3442.1553644899977,0.06297365726130406,-0.011448435289279846,-5.500634424712319,0.594999399999999,-0.4149298516290505,4.6241175544292585e-07,1.6020983215969875,0.0,1.0,6.55023137900961e-05,0.0002156462822456367,0.0006851574913582049,0.005854555878174588,10.460050054014278,3.17722838087481,0.5157846633509295,1.3467044630647655,57124.00309708,0.012798983195113025,0.028291532152598085,7.393692277554157e-05,-3.2336694939680727e-09,7.394015644503554e-05,0.0364963503649635,0.45839427479807815,28.0,0.01268312958560363,0.0024905773052993833,-0.8278562470228308,0.7598006326115666,1.5876568796343973,1.3520171631275244,3.0,1.886045348587252,0.16312596555183362,0.00045564739115019014,1.3208645062050295,1.1151660701417987,0.33642957506302396,-0.019826153090547916,0.006737946999085467,7.38905609893065,0.0,,,-1.862129453203815,0.0,0.0,,,,,
4FGL J0825.9-3218,blazar,,121,21,3636.530590909999,-0.007621353517972884,-0.04555630965994628,0.1672952347295523,0.19400029999999902,-0.21802610101456907,0.01628928589764889,1.2943161582978777,0.0,0.0,2.915909496458956e-05,0.000100198621087326,0.00037680525752241395,0.0004650736355776936,12.922391626269947,3.760583226324383,1.059537874611486,1.4229503004696396,56787.20356946,0.012286397226408535,0.6723118636587819,-3.497007973582966e-05,-4.6726723708365236e-08,3.4923353012121295e-05,0.03305785123966942,0.00864849848049077,26.0,-0.10310288180156076,0.10096270059489823,-0.7656679997379309,0.9666918171875564,1.7323598169254872,0.8585866939098378,2.0,1.9113579624295358,0.053401729546801495,0.0019613425788473937,0.6960633111355998,0.3483228830375247,0.12835323613892324,0.01268662839845236,0.006737946999085467,2844.918135530094,0.0,,,-2.5753215124039106,0.0,0.0,,,,,
4FGL J1120.8+4212,blazar,,220,21,3633.559954110002,-0.007191364355446468,-0.02422331324893234,0.29687781690076737,0.5620004000000005,0.11491869239224133,0.08904677279116836,2.288073345503902,0.0,0.0,7.809993853712872e-05,0.00032023823486310323,0.001553258257988511,0.44131295700603035,19.888085281424473,4.850321054892722,0.03095318995330861,1.5784581209260473,56798.40597981,0.3517552149046866,8.850959939197848,0.00012713374418046387,-1.0171614458645502e-07,0.00012723546032505033,0.031818181818181815,0.0016214861601667923,46.0,-0.0817399578565091,-0.016456898416873804,-0.7824891478522207,0.7481036936506507,1.5305928415028713,0.7059208925623157,1.0,0.9461006063143307,0.06643477112633168,-0.0008914226331476009,1.7030018716721527,0.5202072960441367,0.13481318779873985,-0.00939932815651734,0.22460428585727155,424.5808180071898,5.058719973013887e-15,-0.02127784373834759,0.33226030254101757,-1.6771378443722489,2.554356209161724e-16,2.962561162336699e-26,,,,,
