source_id,label,z,n_epochs,n_seasons,baseline_days,color_slope_early,color_slope_late,color_asymmetry,color_range,color_flux_corr,color_flux_corr_pval,dust_lag_proxy,is_turnon_color_signal,is_turnoff_color_signal,wavelet_d1,wavelet_d2,wavelet_d3,wavelet_approx_power,wavelet_power_ratio_3_1,wavelet_power_ratio_3_2,wavelet_entropy,wavelet_hurst,break_mjd,break_magnitude,break_significance,pre_break_slope,post_break_slope,slope_change,break_fractional_position,break_duration_yr,n_detected_breaks,mean_season_coherence,coherence_trend,min_season_coherence,max_season_coherence,coherence_drop_amplitude,coherence_recovery,n_coherent_seasons,flux_ratio_mean,flux_ratio_std,flux_ratio_trend,flux_ratio_skewness,flux_ratio_peak_to_trough,flux_ratio_percentile_90_10,flux_ratio_late_minus_early,drw_sigma,drw_tau,drw_residual_rms,drw_residual_skewness,drw_residual_autocorr,drw_fit_quality,drw_residual_trend,drw_chi2_per_dof,z_corrected_amplitude,z_corrected_color_slope,luminosity_change_proxy,z_corrected_drw_sigma,intrinsic_variability_proxy,composite_score
4FGL J0026.6-4600,blazar,,153,21,3651.451482720004,0.0233909799716767,0.1499324342418321,0.1560101394335296,0.961000499999999,-0.3192060985255968,5.777766812538437e-05,0.4498708192262838,0.0,0.0,0.000102830178715,0.0005629266472253,0.0008814391003105,0.0051180974084014,8.571793832834052,1.5658151965078313,0.7434556776080115,1.274899288159978,56994.59304032,0.0300279134700442,0.0688478472368029,4.318931797920468e-07,-3.952279858725523e-09,4.3584545965077236e-07,0.0261437908496732,0.4930795653114251,31.0,-0.3143782483348258,0.0184716778053448,-0.8640003989885132,0.6605886782275452,1.5245890772160584,0.5862636273639332,1.0,1.9292066272072124,0.2518011006663264,0.0113126060703368,1.654041738603454,1.8155618268178528,0.5289788502619639,0.0569284279254269,0.0067379469990854,8103.083927575384,0.0,,,-1.7160347079187654,0.0,0.0,,,,,,
4FGL J0325.2+4705,blazar,,221,21,3634.2402402700022,-0.0260923999184767,-0.0464191344449019,0.5621044043690122,0.5670003000000001,-0.3806459021585443,4.967298993008951e-09,0.9950007502450384,0.0,0.0,1.800349252766695e-05,8.81478418183202e-05,0.0001980685286724,0.0020730421774537,11.00167189040618,2.2470036967402396,0.4856082511598091,1.3649127211328769,56706.23915623,0.0076805666797039,0.0421118971805505,0.0002906227343061,-2.2400560504405647e-08,0.0002906451348666,0.0180995475113122,0.0009019115674315,48.0,-0.0633072941461163,-0.0037320992419145,-0.6318115909084995,0.4790227961171107,1.1108343870256103,0.4356660403426898,0.0,1.8629689032538008,0.1010403888910883,0.0036393357275577,2.717716213613705,1.1033399600008755,0.2009094510882036,0.0102555917185878,0.0067379469990854,259.52816664258694,0.0,,,-2.3669184907584775,0.0,0.0,,,,,,
4FGL J0442.6-0017,blazar,,195,21,3634.3549881200015,-0.0048964609780383,-0.0374649054663967,0.1306946038454593,1.052000099999999,-0.2250318091275995,0.0015622650108979,-4.7264027908473665,0.0,0.0,0.0009944499705292,0.0080243220426176,0.012396875408901,1.6700327831559956,12.46606241019595,1.5449124974690307,0.0783682890479546,1.4099834839008518,56713.14583231,0.2107049416658725,0.3196107563558349,0.0004844569278165,2.120617787861005e-07,0.0004842448660377,0.0205128205128205,0.0014426395345696,41.0,0.0926495552126602,0.0319244002812692,-0.5431793600249119,0.8744916627374215,1.4176710227623333,0.6711527438618816,5.0,0.6545562144623848,0.0730424744383004,0.0069600346232423,0.4359133017348267,0.6206911265342018,0.1499470589874566,0.033164433985191,0.5386518097813391,16.649758675891896,7.013740582704381e-15,-1.5965840766049686,0.2488712772235893,-0.7542040455691124,-1.7653386082587044e-16,4.4726744727296044e-26,,,,,,
4FGL J0511.4-6804,blazar,,216,17,3654.4623702000026,-0.0815677295398331,0.012057668654022,-6.764801047391949,1.1149998000000014,-0.2686168315327201,6.369752403424727e-05,-2.7014506227351145,0.0,0.0,0.0001362145641865,0.0003297826109466,0.0013362236426629,0.006302002575613,9.809697229023865,4.051831704453717,0.691748907442881,1.3235521525531515,56805.75195976,0.0095317393701507,0.0057691909457708,-1.490959737607169e-05,-8.434622593332317e-09,1.4901162753478358e-05,0.0185185185185185,0.0021618640930857,46.0,-0.0831101101295719,-0.0121058039896607,-0.8273080891551603,0.4648390082837494,1.2921470974389098,,0.0,2.1764255017547063,0.3062902658882761,0.0042042532903332,1.9644000440572824,2.7289520366878652,0.6517126323317204,0.0814141047454071,0.0104627580053715,174.1445149289321,0.0,,,-1.5075502352841494,0.0,0.0,,,,,,
4FGL J0538.8-4405,blazar,,295,21,3638.01458427,0.0114258064574205,0.0108934597947629,1.0488684653624438,0.3730001999999981,0.0280329955465998,0.6315597835865135,-6.5738251214735115,0.0,0.0,0.0002700280549256,0.0008622160221339,0.006578300004856,5.131701590244336,24.3615426638016,7.629526508850565,0.0120010423212418,1.6516333970194657,56723.01629459,0.5397682835958041,0.4092455801275822,-0.0001354382258746,3.540839918867092e-06,0.0001389790657935,0.0135593220338983,0.0025244442710425,67.0,-0.1122150142583183,-0.0098810456069625,-0.7908427823145476,0.680601800750552,1.4714445830650995,0.7232625830948547,2.0,0.6593968003363327,0.0347012555245443,0.0015922020787179,1.1615804903614142,0.2401290824121129,0.0846780984518205,0.0117799229405926,1.0069892111983227,310.979331747928,1.344274396209409e-13,0.2526414812845641,0.1682122900624977,-1.363061395938346,2.907074991653669e-15,4.033124416015932e-23,,,,,,
4FGL J0602.7-0007,blazar,,13,9,3633.5360054600023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8699817665282197,0.5564049924593458,-0.0128496272915111,0.5385076776834306,1.8672210190273075,1.4237535783838515,0.4117764212573707,,,,,,,,,,,,,,
4FGL J0639.6+3503,blazar,,175,21,3634.0978337600022,0.1334316904879746,-0.1911110413964507,-0.6981893328244548,1.2589997999999998,-0.3818768976194714,1.842706609564031e-07,-4.02959513394333,0.0,0.0,0.0002659361256485,0.0010252654712646,0.0032247524474054,0.0133525406918415,12.126041271811436,3.1452853281820023,0.7533163222541739,1.400009183301465,56742.58722508,0.0102200868744963,0.0036054933877461,0.0002010304173012,-1.2029109036913092e-08,0.0002010424464102,0.0228571428571428,0.0016225342915924,38.0,-0.0073256034578808,0.0124075482677875,-0.6716234773956204,0.6721989666743542,1.3438224440699746,0.7535320167137276,2.0,2.031335715530652,0.3953688724211922,-0.0043519692832136,1.277038267970385,2.653949032160587,0.8473112702492922,-0.0031548823269615,0.0234365762521363,391.1250243349045,0.0,,,-1.287723731931203,0.0,0.0,,,,,,
4FGL J0746.5-0710,blazar,,137,20,3442.1553644899977,0.062973657261304,-0.0114484352892798,-5.500634424712319,0.594999399999999,-0.4149298516290505,4.624117554429259e-07,1.6020983215969875,0.0,1.0,6.55023137900961e-05,0.0002156462822456,0.0006851574913582,0.0058545558781745,10.460050054014278,3.17722838087481,0.5157846633509295,1.3467044630647655,57124.00309708,0.012798983195113,0.028291532152598,7.393692277554157e-05,-3.2336694939680723e-09,7.394015644503554e-05,0.0364963503649635,0.4583942747980781,28.0,0.0126831295856036,0.0024905773052993,-0.8278562470228308,0.7598006326115666,1.5876568796343973,1.3520171631275244,3.0,1.886045348587252,0.1631259655518336,0.0004556473911501,1.3208645062050297,1.1151660701417987,0.3364295750630239,-0.0198261530905479,0.0067379469990854,7.38905609893065,0.0,,,-1.862129453203815,0.0,0.0,,,,,,
4FGL J0825.9-3218,blazar,,121,21,3636.530590909999,-0.0076213535179728,-0.0455563096599462,0.1672952347295523,0.194000299999999,-0.218026101014569,0.0162892858976488,1.2943161582978775,0.0,0.0,2.915909496458956e-05,0.0001001986210873,0.0003768052575224,0.0004650736355776,12.922391626269947,3.760583226324383,1.059537874611486,1.4229503004696396,56787.20356946,0.0122863972264085,0.6723118636587819,-3.497007973582966e-05,-4.672672370836523e-08,3.4923353012121295e-05,0.0330578512396694,0.0086484984804907,26.0,-0.1031028818015607,0.1009627005948982,-0.7656679997379309,0.9666918171875564,1.7323598169254872,0.8585866939098378,2.0,1.911357962429536,0.0534017295468014,0.0019613425788473,0.6960633111355998,0.3483228830375247,0.1283532361389232,0.0126866283984523,0.0067379469990854,2844.918135530094,0.0,,,-2.5753215124039106,0.0,0.0,,,,,,
4FGL J1120.8+4212,blazar,,220,21,3633.559954110002,-0.0071913643554464,-0.0242233132489323,0.2968778169007673,0.5620004000000005,0.1149186923922413,0.0890467727911683,2.288073345503902,0.0,0.0,7.809993853712872e-05,0.0003202382348631,0.0015532582579885,0.4413129570060303,19.888085281424473,4.850321054892722,0.0309531899533086,1.578458120926047,56798.40597981,0.3517552149046866,8.850959939197848,0.0001271337441804,-1.0171614458645503e-07,0.000127235460325,0.0318181818181818,0.0016214861601667,46.0,-0.0817399578565091,-0.0164568984168738,-0.7824891478522207,0.7481036936506507,1.5305928415028711,0.7059208925623157,1.0,0.9461006063143308,0.0664347711263316,-0.0008914226331476,1.703001871672153,0.5202072960441367,0.1348131877987398,-0.0093993281565173,0.2246042858572715,424.5808180071898,5.058719973013887e-15,-0.0212778437383475,0.3322603025410175,-1.6771378443722489,2.554356209161724e-16,2.962561162336699e-26,,,,,,
